Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0006261,DNA-templated DNA replication,19_GO:0009987 cellular process,-6.2,6.9,7.5,30284,140,346,11,3.2,0.94,545|1025|4998|5001|6742|9093|10111|10293|11177|55388|56652,ATR|CDK9|ORC1|ORC5|SSBP1|DNAJA3|RAD50|TRAIP|BAZ1A|MCM10|TWNK,-4,MyList
KEGG Pathway,24,hsa03250,Viral life cycle - HIV-1,,-6.2,11,8.6,30284,64,346,8,2.3,0.81,905|1025|2648|4298|4300|5478|6598|9582,CCNT2|CDK9|KAT2A|MLLT1|MLLT3|PPIA|SMARCB1|APOBEC3B,-4,MyList
Reactome Gene Sets,6,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,,-6.1,6.8,7.5,30284,141,346,11,3.2,0.94,2197|5700|5709|6169|6191|6193|6204|6209|6217|6233|26986,FAU|PSMC1|PSMD3|RPL38|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A|PABPC1,-4,MyList
GO Molecular Functions,21,GO:0003688,DNA replication origin binding,,-6.1,27,11,30284,16,346,5,1.4,0.64,3329|4998|5001|11143|55388,HSPD1|ORC1|ORC5|KAT7|MCM10,-4,MyList
WikiPathways,27,WP477,Cytoplasmic ribosomal proteins,,-6.1,9,8,30284,88,346,9,2.6,0.86,2197|6135|6169|6191|6193|6204|6209|6217|6233,FAU|RPL11|RPL38|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A,-4,MyList
GO Biological Processes,19,GO:1904358,positive regulation of telomere maintenance via telomere lengthening,19_GO:0048518 positive regulation of biological process,-6.1,18,9.9,30284,29,346,6,1.7,0.7,472|545|1736|6950|7203|10575,ATM|ATR|DKC1|TCP1|CCT3|CCT4,-4,MyList
GO Molecular Functions,21,GO:0140993,histone modifying activity,,-6.1,3.2,6.1,30284,664,346,24,6.9,1.4,472|545|1452|1453|1454|2648|3065|3716|4751|5563|6045|6790|6839|7272|7862|9730|9960|11143|23133|23774|79697|81788|192111|283106,ATM|ATR|CSNK1A1|CSNK1D|CSNK1E|KAT2A|HDAC1|JAK1|NEK2|PRKAA2|RNF2|AURKA|SUV39H1|TTK|BRPF1|DCAF1|USP3|KAT7|PHF8|BRD1|RIOX1|NUAK2|PGAM5|CSNK2A3,-3.9,MyList
Reactome Gene Sets,6,R-HSA-156902,Peptide chain elongation,,-6.1,8.9,8,30284,89,346,9,2.6,0.86,1938|2197|6169|6191|6193|6204|6209|6217|6233,EEF2|FAU|RPL38|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A,-3.9,MyList
GO Molecular Functions,21,GO:0008094,"ATP-dependent activity, acting on DNA",,-6,5.5,7,30284,208,346,13,3.8,1,1654|8449|8653|9785|10111|11218|54555|56652|57062|57696|64794|79039|79665,DDX3X|DHX16|DDX3Y|DHX38|RAD50|DDX20|DDX49|TWNK|DDX24|DDX55|DDX31|DDX54|DHX40,-3.9,MyList
GO Cellular Components,20,GO:0071013,catalytic step 2 spliceosome,,-6,8.8,7.9,30284,90,346,9,2.6,0.86,8220|9785|10283|22938|24148|26986|27316|55094|57703,ESS2|DHX38|CWC27|SNW1|PRPF6|PABPC1|RBMX|GPATCH1|CWC22,-3.9,MyList
GO Biological Processes,19,GO:0051851,modulation by host of symbiont process,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6,8.8,7.9,30284,90,346,9,2.6,0.86,905|1025|1072|2194|3065|6598|22938|23137|79677,CCNT2|CDK9|CFL1|FASN|HDAC1|SMARCB1|SNW1|SMC5|SMC6,-3.9,MyList
Reactome Gene Sets,6,R-HSA-156842,Eukaryotic Translation Elongation,,-6,8.7,7.9,30284,91,346,9,2.6,0.86,1938|2197|6169|6191|6193|6204|6209|6217|6233,EEF2|FAU|RPL38|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A,-3.9,MyList
Reactome Gene Sets,6,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),,-5.9,8.6,7.8,30284,92,346,9,2.6,0.86,2197|6169|6191|6193|6204|6209|6217|6233|26986,FAU|RPL38|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A|PABPC1,-3.8,MyList
GO Biological Processes,19,GO:0032210,regulation of telomere maintenance via telomerase,19_GO:0050789 regulation of biological process,-5.9,13,8.8,30284,48,346,7,2,0.76,472|545|1736|6950|7203|10575|64282,ATM|ATR|DKC1|TCP1|CCT3|CCT4|TENT4B,-3.8,MyList
GO Biological Processes,19,GO:0006334,nucleosome assembly,19_GO:0009987 cellular process,-5.9,7.3,7.4,30284,120,346,10,2.9,0.9,3014|3020|4673|8340|8349|11177|11198|64061|126961|144108,H2AX|H3-3A|NAP1L1|H2BC13|H2BC21|BAZ1A|SUPT16H|TSPYL2|H3C14|SPTY2D1,-3.8,MyList
GO Cellular Components,20,GO:0005635,nuclear envelope,,-5.9,3.5,6.1,30284,496,346,20,5.8,1.3,545|1434|2023|3708|3710|3839|6836|8087|8089|9631|10128|22890|22994|23133|23225|26173|29890|51634|64783|727851,ATR|CSE1L|ENO1|ITPR1|ITPR3|KPNA3|SURF4|FXR1|YEATS4|NUP155|LRPPRC|ZBTB1|CEP131|PHF8|NUP210|INTS1|RBM15B|RBMX2|RBM15|RGPD8,-3.7,MyList
CORUM,33,CORUM:3296,"SMN complex (GEMIN5,4,3), SMN-independent intermediate",,-5.8,88,16,30284,3,346,3,0.87,0.5,11218|25929|50628,DDX20|GEMIN5|GEMIN4,-3.7,MyList
GO Cellular Components,20,GO:0000123,histone acetyltransferase complex,,-5.8,8.3,7.7,30284,95,346,9,2.6,0.86,71|2648|7862|8089|11143|23774|51616|55689|55929,ACTG1|KAT2A|BRPF1|YEATS4|KAT7|BRD1|TAF9B|YEATS2|DMAP1,-3.7,MyList
Reactome Gene Sets,6,R-HSA-8949613,Cristae formation,,-5.8,16,9.4,30284,32,346,6,1.7,0.7,498|506|3313|10989|54927|125988,ATP5F1A|ATP5F1B|HSPA9|IMMT|CHCHD3|MICOS13,-3.7,MyList
Reactome Gene Sets,6,R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,,-5.8,16,9.4,30284,32,346,6,1.7,0.7,6950|7203|7846|10376|10383|10575,TCP1|CCT3|TUBA1A|TUBA1B|TUBB4B|CCT4,-3.7,MyList
GO Biological Processes,19,GO:0010638,positive regulation of organelle organization,19_GO:0048518 positive regulation of biological process,-5.8,3.5,6.1,30284,499,346,20,5.8,1.3,472|545|1736|4751|6742|6790|6836|6950|7203|8697|10051|10111|10575|10635|10763|23137|29781|55719|192111|253260,ATM|ATR|DKC1|NEK2|SSBP1|AURKA|SURF4|TCP1|CCT3|CDC23|SMC4|RAD50|CCT4|RAD51AP1|NES|SMC5|NCAPH2|SLF2|PGAM5|RICTOR,-3.7,MyList
Reactome Gene Sets,6,R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,,-5.8,9.9,8,30284,71,346,8,2.3,0.81,3014|3020|3065|5931|7270|8340|8349|126961,H2AX|H3-3A|HDAC1|RBBP7|TTF1|H2BC13|H2BC21|H3C14,-3.7,MyList
Reactome Gene Sets,6,R-HSA-2299718,Condensation of Prophase Chromosomes,,-5.8,9.9,8,30284,71,346,8,2.3,0.81,3014|3020|5347|8340|8349|10051|23133|126961,H2AX|H3-3A|PLK1|H2BC13|H2BC21|SMC4|PHF8|H3C14,-3.7,MyList
GO Biological Processes,19,GO:0000245,spliceosomal complex assembly,19_GO:0009987 cellular process,-5.8,8.2,7.6,30284,96,346,9,2.6,0.86,6606|8487|11338|24148|51634|79753|79833|84811|91746,SMN1|GEMIN2|U2AF2|PRPF6|RBMX2|SNIP1|GEMIN6|BUD13|YTHDC1,-3.7,MyList
GO Cellular Components,20,GO:0044391,ribosomal subunit,,-5.8,5.6,6.8,30284,186,346,12,3.5,0.98,1654|2197|6135|6169|6191|6193|6204|6209|6217|6233|28998|29093,DDX3X|FAU|RPL11|RPL38|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A|MRPL13|MRPL22,-3.7,MyList
GO Molecular Functions,21,GO:0140097,"catalytic activity, acting on DNA",,-5.7,4.2,6.3,30284,335,346,16,4.6,1.1,1654|1736|8449|8653|9785|9937|10111|11218|54555|54840|56652|57062|57696|64794|79039|79665,DDX3X|DKC1|DHX16|DDX3Y|DHX38|DCLRE1A|RAD50|DDX20|DDX49|APTX|TWNK|DDX24|DDX55|DDX31|DDX54|DHX40,-3.6,MyList
Reactome Gene Sets,6,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,,-5.7,9.6,7.9,30284,73,346,8,2.3,0.81,1454|4751|5347|6233|6790|7846|10383|22994,CSNK1E|NEK2|PLK1|RPS27A|AURKA|TUBA1A|TUBB4B|CEP131,-3.6,MyList
WikiPathways,27,WP5123,Mitochondrial fatty acid oxidation disorders,,-5.7,23,10,30284,19,346,5,1.4,0.64,34|1374|2181|3030|3032,ACADM|CPT1A|ACSL3|HADHA|HADHB,-3.6,MyList
Reactome Gene Sets,6,R-HSA-8939211,ESR-mediated signaling,,-5.7,5.6,6.8,30284,188,346,12,3.5,0.98,1025|1509|2773|3014|3020|3065|3326|5431|5437|8340|8349|126961,CDK9|CTSD|GNAI3|H2AX|H3-3A|HDAC1|HSP90AB1|POLR2B|POLR2H|H2BC13|H2BC21|H3C14,-3.6,MyList
GO Biological Processes,19,GO:1904874,positive regulation of telomerase RNA localization to Cajal body,19_GO:0051179 localization,-5.7,39,12,30284,9,346,4,1.2,0.57,1736|6950|7203|10575,DKC1|TCP1|CCT3|CCT4,-3.6,MyList
Reactome Gene Sets,6,R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",,-5.7,12,8.4,30284,52,346,7,2,0.76,2197|6191|6193|6204|6209|6217|6233,FAU|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A,-3.6,MyList
GO Biological Processes,19,GO:0000959,mitochondrial RNA metabolic process,19_GO:0009987 cellular process,-5.7,12,8.4,30284,52,346,7,2,0.76,708|5431|10128|51067|56652|57570|64216,C1QBP|POLR2B|LRPPRC|YARS2|TWNK|TRMT5|TFB2M,-3.6,MyList
GO Cellular Components,20,GO:0015935,small ribosomal subunit,,-5.7,9.5,7.8,30284,74,346,8,2.3,0.81,1654|2197|6191|6193|6204|6209|6217|6233,DDX3X|FAU|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A,-3.6,MyList
Reactome Gene Sets,6,R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,,-5.7,8,7.5,30284,99,346,9,2.6,0.86,2197|6169|6191|6193|6204|6209|6217|6233|10985,FAU|RPL38|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A|GCN1,-3.6,MyList
Reactome Gene Sets,6,R-HSA-73886,Chromosome Maintenance,,-5.7,6.9,7.2,30284,127,346,10,2.9,0.9,1736|3014|3020|5431|5437|5931|8340|8349|55320|55505,DKC1|H2AX|H3-3A|POLR2B|POLR2H|RBBP7|H2BC13|H2BC21|MIS18BP1|NOP10,-3.6,MyList
GO Cellular Components,20,GO:0036464,cytoplasmic ribonucleoprotein granule,,-5.7,4.7,6.4,30284,261,346,14,4,1.1,1025|1654|3182|5563|6191|6606|7846|8087|8653|9582|9960|10643|26986|51441,CDK9|DDX3X|HNRNPAB|PRKAA2|RPS4X|SMN1|TUBA1A|FXR1|DDX3Y|APOBEC3B|USP3|IGF2BP3|PABPC1|YTHDF2,-3.6,MyList
GO Cellular Components,20,GO:0005925,focal adhesion,,-5.6,3.7,6.1,30284,424,346,18,5.2,1.2,71|1072|2314|3313|3716|3728|5478|6169|6191|6193|6204|6209|6217|6730|9493|10211|26986|60312,ACTG1|CFL1|FLII|HSPA9|JAK1|JUP|PPIA|RPL38|RPS4X|RPS5|RPS10|RPS15|RPS16|SRP68|KIF23|FLOT1|PABPC1|AFAP1,-3.6,MyList
GO Biological Processes,19,GO:0000723,telomere maintenance,19_GO:0009987 cellular process,-5.6,7.9,7.4,30284,100,346,9,2.6,0.86,472|545|1736|3326|10111|23137|54433|55505|79677,ATM|ATR|DKC1|HSP90AB1|RAD50|SMC5|GAR1|NOP10|SMC6,-3.6,MyList
GO Biological Processes,19,GO:0032784,regulation of DNA-templated transcription elongation,19_GO:0050789 regulation of biological process,-5.6,7.9,7.4,30284,100,346,9,2.6,0.86,905|1025|10102|10771|11143|11198|26173|55726|79577,CCNT2|CDK9|TSFM|ZMYND11|KAT7|SUPT16H|INTS1|INTS13|CDC73,-3.6,MyList
GO Biological Processes,19,GO:0032206,positive regulation of telomere maintenance,19_GO:0048518 positive regulation of biological process,-5.6,9.3,7.8,30284,75,346,8,2.3,0.81,472|545|1736|4751|6950|7203|10111|10575,ATM|ATR|DKC1|NEK2|TCP1|CCT3|RAD50|CCT4,-3.6,MyList
GO Molecular Functions,21,GO:0044183,protein folding chaperone,,-5.6,9.3,7.8,30284,75,346,8,2.3,0.81,3313|3326|3329|6950|7203|10049|10131|10575,HSPA9|HSP90AB1|HSPD1|TCP1|CCT3|DNAJB6|TRAP1|CCT4,-3.6,MyList
GO Cellular Components,20,GO:0005741,mitochondrial outer membrane,,-5.6,5,6.5,30284,228,346,13,3.8,1,1374|2181|3032|3313|6233|7284|7417|9804|10989|54927|80179|125988|192111,CPT1A|ACSL3|HADHB|HSPA9|RPS27A|TUFM|VDAC2|TOMM20|IMMT|CHCHD3|MYO19|MICOS13|PGAM5,-3.5,MyList
GO Cellular Components,20,GO:0000803,sex chromosome,,-5.6,15,8.9,30284,35,346,6,1.7,0.7,3014|3020|6045|6598|23137|79677,H2AX|H3-3A|RNF2|SMARCB1|SMC5|SMC6,-3.5,MyList
GO Biological Processes,19,GO:0031647,regulation of protein stability,19_GO:0065007 biological regulation,-5.6,3.9,6.1,30284,386,346,17,4.9,1.2,1828|2648|3326|3329|5347|6135|6790|6950|7203|9093|9100|9532|10211|10575|51616|54840|79577,DSG1|KAT2A|HSP90AB1|HSPD1|PLK1|RPL11|AURKA|TCP1|CCT3|DNAJA3|USP10|BAG2|FLOT1|CCT4|TAF9B|APTX|CDC73,-3.5,MyList
Reactome Gene Sets,6,R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,,-5.6,11,8.2,30284,54,346,7,2,0.76,472|545|1025|5431|5437|6924|11198,ATM|ATR|CDK9|POLR2B|POLR2H|ELOA|SUPT16H,-3.5,MyList
Reactome Gene Sets,6,R-HSA-983189,Kinesins,,-5.6,11,8.2,30284,54,346,7,2,0.76,7846|10376|10383|11004|29127|81930|146909,TUBA1A|TUBA1B|TUBB4B|KIF2C|RACGAP1|KIF18A|KIF18B,-3.5,MyList
Reactome Gene Sets,6,R-HSA-5578749,Transcriptional regulation by small RNAs,,-5.6,7.7,7.3,30284,102,346,9,2.6,0.86,3014|3020|5431|5437|8340|8349|9631|23225|126961,H2AX|H3-3A|POLR2B|POLR2H|H2BC13|H2BC21|NUP155|NUP210|H3C14,-3.5,MyList
GO Biological Processes,19,GO:0065004,protein-DNA complex assembly,19_GO:0009987 cellular process,-5.6,4.9,6.5,30284,230,346,13,3.8,1,3014|3020|4673|6598|7343|8340|8349|9014|11177|11198|64061|126961|144108,H2AX|H3-3A|NAP1L1|SMARCB1|UBTF|H2BC13|H2BC21|TAF1B|BAZ1A|SUPT16H|TSPYL2|H3C14|SPTY2D1,-3.5,MyList
Reactome Gene Sets,6,R-HSA-72702,Ribosomal scanning and start codon recognition,,-5.5,11,8.1,30284,55,346,7,2,0.76,2197|6191|6193|6204|6209|6217|6233,FAU|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A,-3.5,MyList
GO Biological Processes,19,GO:0045943,positive regulation of transcription by RNA polymerase I,19_GO:0048518 positive regulation of biological process,-5.5,15,8.8,30284,36,346,6,1.7,0.7,4641|6598|7343|7913|23133|84135,MYO1C|SMARCB1|UBTF|DEK|PHF8|UTP15,-3.5,MyList
KEGG Pathway,24,hsa03018,RNA degradation,,-5.5,9,7.6,30284,78,346,8,2.3,0.81,2023|3313|3329|22894|26986|54512|64282|84186,ENO1|HSPA9|HSPD1|DIS3|PABPC1|EXOSC4|TENT4B|ZCCHC7,-3.5,MyList
Reactome Gene Sets,6,R-HSA-9663891,Selective autophagy,,-5.5,9,7.6,30284,78,346,8,2.3,0.81,472|5563|6233|7417|7846|9804|10376|10383,ATM|PRKAA2|RPS27A|VDAC2|TUBA1A|TOMM20|TUBA1B|TUBB4B,-3.5,MyList
GO Cellular Components,20,GO:0030055,cell-substrate junction,,-5.5,3.6,5.9,30284,434,346,18,5.2,1.2,71|1072|2314|3313|3716|3728|5478|6169|6191|6193|6204|6209|6217|6730|9493|10211|26986|60312,ACTG1|CFL1|FLII|HSPA9|JAK1|JUP|PPIA|RPL38|RPS4X|RPS5|RPS10|RPS15|RPS16|SRP68|KIF23|FLOT1|PABPC1|AFAP1,-3.5,MyList
CORUM,33,CORUM:3055,Nop56p-associated pre-rRNA complex,,-5.5,7.6,7.2,30284,104,346,9,2.6,0.86,72|1938|4673|6135|6209|6217|7284|7846|11338,ACTG2|EEF2|NAP1L1|RPL11|RPS15|RPS16|TUFM|TUBA1A|U2AF2,-3.5,MyList
Reactome Gene Sets,6,R-HSA-68875,Mitotic Prophase,,-5.5,6.6,6.9,30284,133,346,10,2.9,0.9,3014|3020|5347|8340|8349|9631|10051|23133|23225|126961,H2AX|H3-3A|PLK1|H2BC13|H2BC21|NUP155|SMC4|PHF8|NUP210|H3C14,-3.4,MyList
GO Biological Processes,19,GO:0032200,telomere organization,19_GO:0009987 cellular process,-5.5,6.6,6.9,30284,133,346,10,2.9,0.9,472|545|1736|3020|3326|10111|23137|54433|55505|79677,ATM|ATR|DKC1|H3-3A|HSP90AB1|RAD50|SMC5|GAR1|NOP10|SMC6,-3.4,MyList
GO Biological Processes,19,GO:0007005,mitochondrion organization,19_GO:0009987 cellular process,-5.5,3.8,6,30284,392,346,17,4.9,1.2,1347|3313|3329|6742|7417|9093|9131|9361|9804|10989|25994|54927|55210|56652|83858|92609|125988,COX7A2|HSPA9|HSPD1|SSBP1|VDAC2|DNAJA3|AIFM1|LONP1|TOMM20|IMMT|HIGD1A|CHCHD3|ATAD3A|TWNK|ATAD3B|TIMM50|MICOS13,-3.4,MyList
GO Biological Processes,19,GO:0007080,mitotic metaphase chromosome alignment,19_GO:0051179 localization,-5.5,11,8,30284,56,346,7,2,0.76,7272|8697|9928|11004|23212|81930|283489,TTK|CDC23|KIF14|KIF2C|RRS1|KIF18A|CHAMP1,-3.4,MyList
GO Cellular Components,20,GO:0031248,protein acetyltransferase complex,,-5.5,7.5,7.2,30284,105,346,9,2.6,0.86,71|2648|7862|8089|11143|23774|51616|55689|55929,ACTG1|KAT2A|BRPF1|YEATS4|KAT7|BRD1|TAF9B|YEATS2|DMAP1,-3.4,MyList
Reactome Gene Sets,6,R-HSA-2559580,Oxidative Stress Induced Senescence,,-5.5,7.5,7.2,30284,105,346,9,2.6,0.86,3014|3020|5931|6045|6233|8340|8349|57332|126961,H2AX|H3-3A|RBBP7|RNF2|RPS27A|H2BC13|H2BC21|CBX8|H3C14,-3.4,MyList
KEGG Pathway,24,hsa05016,Huntington disease,,-5.5,4.2,6.1,30284,311,346,15,4.3,1.1,161|498|506|1347|3065|3708|5431|5437|5700|5709|6389|7417|7846|10376|10383,AP2A2|ATP5F1A|ATP5F1B|COX7A2|HDAC1|ITPR1|POLR2B|POLR2H|PSMC1|PSMD3|SDHA|VDAC2|TUBA1A|TUBA1B|TUBB4B,-3.4,MyList
GO Biological Processes,19,GO:0090068,positive regulation of cell cycle process,19_GO:0048518 positive regulation of biological process,-5.4,4.5,6.2,30284,273,346,14,4,1.1,1654|6790|8558|8697|9493|9928|10051|10635|23137|29127|29781|55719|79577|79677,DDX3X|AURKA|CDK10|CDC23|KIF23|KIF14|SMC4|RAD51AP1|SMC5|RACGAP1|NCAPH2|SLF2|CDC73|SMC6,-3.4,MyList
GO Biological Processes,19,GO:0034504,protein localization to nucleus,19_GO:0051179 localization,-5.4,5.3,6.5,30284,200,346,12,3.5,0.98,1434|1736|3839|5347|6135|9631|10049|23212|55726|81788|84154|727851,CSE1L|DKC1|KPNA3|PLK1|RPL11|NUP155|DNAJB6|RRS1|INTS13|NUAK2|RPF2|RGPD8,-3.4,MyList
GO Biological Processes,19,GO:0050685,positive regulation of mRNA processing,19_GO:0048518 positive regulation of biological process,-5.4,14,8.6,30284,37,346,6,1.7,0.7,6625|22938|27316|29896|79577|494115,SNRNP70|SNW1|RBMX|TRA2A|CDC73|RBMXL1,-3.4,MyList
WikiPathways,27,WP4320,Effect of progerin on genes involved in progeria,,-5.4,14,8.6,30284,37,346,6,1.7,0.7,3020|3065|5931|6839|8932|126961,H3-3A|HDAC1|RBBP7|SUV39H1|MBD2|H3C14,-3.4,MyList
GO Cellular Components,20,GO:1902493,acetyltransferase complex,,-5.4,7.4,7.1,30284,106,346,9,2.6,0.86,71|2648|7862|8089|11143|23774|51616|55689|55929,ACTG1|KAT2A|BRPF1|YEATS4|KAT7|BRD1|TAF9B|YEATS2|DMAP1,-3.4,MyList
GO Biological Processes,19,GO:1904356,regulation of telomere maintenance via telomere lengthening,19_GO:0050789 regulation of biological process,-5.4,11,7.9,30284,57,346,7,2,0.76,472|545|1736|6950|7203|10575|64282,ATM|ATR|DKC1|TCP1|CCT3|CCT4|TENT4B,-3.4,MyList
Reactome Gene Sets,6,R-HSA-927802,Nonsense-Mediated Decay (NMD),,-5.4,7.4,7.1,30284,107,346,9,2.6,0.86,2197|6169|6191|6193|6204|6209|6217|6233|26986,FAU|RPL38|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A|PABPC1,-3.4,MyList
Reactome Gene Sets,6,R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,,-5.4,7.4,7.1,30284,107,346,9,2.6,0.86,2197|6169|6191|6193|6204|6209|6217|6233|26986,FAU|RPL38|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A|PABPC1,-3.4,MyList
Reactome Gene Sets,6,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),,-5.4,7.4,7.1,30284,107,346,9,2.6,0.86,2197|6169|6191|6193|6204|6209|6217|6233|26986,FAU|RPL38|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A|PABPC1,-3.4,MyList
GO Cellular Components,20,GO:0005742,mitochondrial outer membrane translocase complex,,-5.4,20,9.5,30284,22,346,5,1.4,0.64,3313|9804|10989|54927|125988,HSPA9|TOMM20|IMMT|CHCHD3|MICOS13,-3.4,MyList
GO Biological Processes,19,GO:0009451,RNA modification,19_GO:0009987 cellular process,-5.4,5.7,6.6,30284,169,346,11,3.2,0.94,1736|3182|6894|9582|25917|29890|54433|55505|57570|64216|64783,DKC1|HNRNPAB|TARBP1|APOBEC3B|THUMPD3|RBM15B|GAR1|NOP10|TRMT5|TFB2M|RBM15,-3.4,MyList
GO Cellular Components,20,GO:0035770,ribonucleoprotein granule,,-5.3,4.4,6.1,30284,278,346,14,4,1.1,1025|1654|3182|5563|6191|6606|7846|8087|8653|9582|9960|10643|26986|51441,CDK9|DDX3X|HNRNPAB|PRKAA2|RPS4X|SMN1|TUBA1A|FXR1|DDX3Y|APOBEC3B|USP3|IGF2BP3|PABPC1|YTHDF2,-3.3,MyList
GO Molecular Functions,21,GO:0003714,transcription corepressor activity,,-5.3,5.1,6.4,30284,205,346,12,3.5,0.98,708|2023|3065|9541|10771|22938|25979|51616|55689|55929|57727|79039,C1QBP|ENO1|HDAC1|CIR1|ZMYND11|SNW1|DHRS7B|TAF9B|YEATS2|DMAP1|NCOA5|DDX54,-3.3,MyList
GO Molecular Functions,21,GO:0106310,protein serine kinase activity,,-5.3,3.9,5.9,30284,361,346,16,4.6,1.1,472|545|1025|1452|1453|1454|4751|5347|5563|6790|6792|7272|8558|9730|81788|283106,ATM|ATR|CDK9|CSNK1A1|CSNK1D|CSNK1E|NEK2|PLK1|PRKAA2|AURKA|CDKL5|TTK|CDK10|DCAF1|NUAK2|CSNK2A3,-3.3,MyList
Canonical Pathways,11,M261,PID P53 REGULATION PATHWAY,,-5.3,10,7.8,30284,59,346,7,2,0.76,472|545|1434|1452|1453|1454|6135,ATM|ATR|CSE1L|CSNK1A1|CSNK1D|CSNK1E|RPL11,-3.3,MyList
GO Biological Processes,19,GO:1901796,regulation of signal transduction by p53 class mediator,19_GO:0050896 response to stimulus,-5.3,7.2,7,30284,110,346,9,2.6,0.86,472|545|6135|6209|6790|9816|23212|51616|84154,ATM|ATR|RPL11|RPS15|AURKA|URB2|RRS1|TAF9B|RPF2,-3.3,MyList
GO Cellular Components,20,GO:0051233,spindle midzone,,-5.3,13,8.4,30284,39,346,6,1.7,0.7,5347|6790|9928|29127|81930|146909,PLK1|AURKA|KIF14|RACGAP1|KIF18A|KIF18B,-3.3,MyList
KEGG Pathway,24,hsa03010,Ribosome,,-5.3,5.6,6.5,30284,172,346,11,3.2,0.94,2197|6135|6169|6191|6193|6204|6209|6217|6233|28998|29093,FAU|RPL11|RPL38|RPS4X|RPS5|RPS10|RPS15|RPS16|RPS27A|MRPL13|MRPL22,-3.3,MyList
GO Biological Processes,19,GO:0090670,RNA localization to Cajal body,19_GO:0051179 localization,-5.3,32,11,30284,11,346,4,1.2,0.57,1736|6950|10575|55505,DKC1|TCP1|CCT4|NOP10,-3.3,MyList
GO Biological Processes,19,GO:0071044,histone mRNA catabolic process,19_GO:0048519 negative regulation of biological process,-5.3,32,11,30284,11,346,4,1.2,0.57,472|54512|55149|64282,ATM|EXOSC4|MTPAP|TENT4B,-3.3,MyList
GO Biological Processes,19,GO:0090685,RNA localization to nucleus,19_GO:0051179 localization,-5.3,32,11,30284,11,346,4,1.2,0.57,1736|6950|10575|55505,DKC1|TCP1|CCT4|NOP10,-3.3,MyList
CORUM,33,CORUM:6084,AFF4 super elongation complex (SEC),,-5.3,32,11,30284,11,346,4,1.2,0.57,905|1025|4298|4300,CCNT2|CDK9|MLLT1|MLLT3,-3.3,MyList
GO Cellular Components,20,GO:0098799,outer mitochondrial membrane protein complex,,-5.3,19,9.3,30284,23,346,5,1.4,0.64,3313|9804|10989|54927|125988,HSPA9|TOMM20|IMMT|CHCHD3|MICOS13,-3.3,MyList
GO Biological Processes,19,GO:0007004,telomere maintenance via telomerase,19_GO:0009987 cellular process,-5.3,19,9.3,30284,23,346,5,1.4,0.64,1736|3326|10111|54433|55505,DKC1|HSP90AB1|RAD50|GAR1|NOP10,-3.3,MyList
Reactome Gene Sets,6,R-HSA-162906,HIV Infection,,-5.2,5.5,6.4,30284,174,346,11,3.2,0.94,1025|5431|5437|5700|5709|6233|6924|9631|11198|23225|51616,CDK9|POLR2B|POLR2H|PSMC1|PSMD3|RPS27A|ELOA|NUP155|SUPT16H|NUP210|TAF9B,-3.3,MyList
GO Biological Processes,19,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-5.2,7,6.9,30284,112,346,9,2.6,0.86,1654|2023|3065|3301|5478|5831|7417|10131|51616,DDX3X|ENO1|HDAC1|DNAJA1|PPIA|PYCR1|VDAC2|TRAP1|TAF9B,-3.2,MyList
GO Cellular Components,20,GO:0072589,box H/ACA scaRNP complex,,-5.2,66,14,30284,4,346,3,0.87,0.5,1736|54433|55505,DKC1|GAR1|NOP10,-3.2,MyList
